"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
Q8IY21;H0Y8Z7;D6R944;H0Y9B2	"Probable ATP-dependent RNA helicase DDX60"	DDX60	29.1581	29.5922	28.8308	29.3893	28.9141	28.9362	29.5228	28.4746	28.532	28.8647	27.0731	23.3294	24.523	21.7061	23.5814	24.1092	23.0212	24.1602		
Q5H9U9;Q5H9U9-2;H0Y8H0;H0Y939;D6RIU1;D6RB62;D6RBA2	"Probable ATP-dependent RNA helicase DDX60-like"	DDX60L	24.7423	NA	NA	NA	24.3189	24.3056	NA	NA	23.0159	NA	NA	NA	22.8801	22.9707	22.7202	NA	NA	24.1273		
Q14147;J3KR71;H7C504	"Probable ATP-dependent RNA helicase DHX34"	DHX34	NA	23.405	23.2479	24.1201	23.6292	23.2884	NA	23.5686	NA	22.2071	NA	23.6189	22.8613	22.3992	22.7878	22.878	22.6763	NA		
Q9H5Z1;F5GXM6;Q5THR1;Q5THQ9;Q5THQ7;F2Z2Z2	"Probable ATP-dependent RNA helicase DHX35"	DHX35	24.8646	24.8413	22.1443	23.6745	24.983	22.4778	23.7408	24.1986	24.6723	24.3085	24.4379	23.876	24.2924	23.8708	23.4453	23.4633	23.4028	23.6931		
Q9H2U1;Q9H2U1-2;F5GZS0;Q9H2U1-3;E7EWK3;H7C5F5;H7C514	"Probable ATP-dependent RNA helicase DHX36"	DHX36	28.2187	28.2223	28.6314	27.2855	27.9327	27.8434	28.5032	28.4454	27.4809	27.9661	28.404	28.3622	28.4647	27.9771	28.2779	28.1488	27.6665	28.1107		
Q8IY37;F5H3Y4	"Probable ATP-dependent RNA helicase DHX37"	DHX37	26.1422	26.5748	26.0057	26.5213	26.0011	25.6592	26.6384	27.7063	26.9961	26.7633	27.7142	26.8514	27.4484	27.0652	27.1035	26.8762	26.8896	25.6026		
Q8IX18-3;Q8IX18;C9JR60;J3KSW6;J3KSX9;J3KS08	"Probable ATP-dependent RNA helicase DHX40"	DHX40	25.1643	23.8507	25.1422	25.5198	24.5992	NA	25.1852	24.0935	23.4086	23.8175	23.8002	NA	23.3526	NA	23.2072	22.5182	22.2626	NA		
Q96C10;C9JG98;C9JE76;K7EPP0	"Probable ATP-dependent RNA helicase DHX58"	DHX58	24.0296	23.2385	NA	22.6063	23.07	25.2347	NA	22.7967	NA	NA	NA	NA	NA	NA	NA	23.2478	23.6584	NA		
Q9H6S0;D6RA70;D6R9T8;D6RF50	"Probable ATP-dependent RNA helicase YTHDC2"	YTHDC2	26.7253	26.3251	25.4721	26.8763	26.0747	25.4908	26.6887	24.1086	26.1069	24.5662	25.1633	26.3011	27.0209	25.9845	27.1214	26.1833	27.576	26.6875		
Q9HD20;Q9HD20-2;Q9HD20-3;H7C3H2	"Probable cation-transporting ATPase 13A1"	ATP13A1	28.5024	28.2201	27.8348	28.112	27.6296	28.0446	25.4223	27.5545	27.8933	27.7454	28.1749	27.8906	27.9385	27.7569	27.9455	27.7757	28.2263	27.7781		
Q9H7F0;Q9H7F0-2;C9J7Z7	"Probable cation-transporting ATPase 13A3"	ATP13A3	26.3297	23.1081	22.921	24.9463	24.0014	23.893	NA	23.5591	23.2039	24.595	26.7452	26.2033	26.0239	25.3979	25.2359	24.2287	25.7209	25.2748		
Q9HA77;H0YFF0;H0YFV1;F5H623;F5H579	"Probable cysteine--tRNA ligase, mitochondrial"	CARS2	28.4887	26.6339	26.3155	28.0277	27.1263	27.0944	26.528	26.0359	27.5112	27.0138	26.9722	26.5132	26.7233	26.1103	25.6667	25.8947	26.0638	27.2304		
O76071	"Probable cytosolic iron-sulfur protein assembly protein CIAO1"	CIAO1	27.3753	25.7285	27.0156	26.8123	27.1288	26.0843	26.1913	26.6883	26.4336	26.5405	27.0365	26.6855	26.8484	27.1045	27.1043	27.0182	26.9366	27.3236		
Q9UNQ2;D6RCL3	"Probable dimethyladenosine transferase"	DIMT1	29.4506	29.4117	28.6739	28.7508	28.4455	28.7419	28.6907	28.9321	28.7099	28.908	29.095	29.2327	29.3913	28.8337	28.8267	28.8502	28.3516	28.6223		
Q9UH17;B0QYD3;Q9UH17-3;Q9UH17-2;P31941-2;P31941	"Probable DNA dC->dU-editing enzyme APOBEC-3B"	APOBEC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.3881	22.7328	NA	NA	NA	24.9385	21.3874		
Q9NRW3	"Probable DNA dC->dU-editing enzyme APOBEC-3C"	APOBEC3C	23.6701	23.9497	25.7517	25.1649	25.5984	25.8206	24.1922	24.382	24.1426	24.8901	24.5728	26.1562	25.5818	26.9617	27.0367	26.8999	27.0799	26.9493		
Q96AK3;Q6ICH2	"Probable DNA dC->dU-editing enzyme APOBEC-3D"	APOBEC3D;bK150C2.9	23.9655	23.3489	NA	24.1052	25.0892	24.0674	21.8776	NA	21.0071	22.4464	23.6	23.4554	NA	23.7653	25.8284	25.4678	25.5299	26.0593		
Q9BVK2-2;Q9BVK2;H0YDD3;H0YDQ1;E9PP80;E9PK79;H0YEE0;E9PP96;E9PLP7;E9PP04;H0YD42;E9PKA5;H0YDV4;H0YCV0	"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"	ALG8	25.3974	25.3444	24.3397	24.5121	24.5196	24.1061	23.9466	25.7873	25.498	25.3944	25.3444	23.643	23.4746	24.4803	24.9363	23.1832	25.1537	23.6887		
F8VWT9;J3KPF0;Q9Y4D8-4;Q9Y4D8;Q9Y4D8-2;F8VPX9;H0YIL8;Q9Y4D8-3	"Probable E3 ubiquitin-protein ligase C12orf51"	C12orf51	NA	24.8716	22.7815	NA	NA	NA	24.8989	24.5732	25.2605	21.9259	23.1359	23.2767	NA	22.6049	24.5367	24.0556	23.9472	23.403		
Q15751;H0YNB1;H0YKW7;H0YLG2;H0YL74;H0YMH0	"Probable E3 ubiquitin-protein ligase HERC1"	HERC1	NA	NA	23.5283	NA	22.5544	22.7375	23.3286	22.2913	23.9562	24.323	24.4319	23.7257	24.483	25.5762	24.2726	24.8996	24.5094	25.6274		
Q15034;F5GWU0;H0Y8G9;Q8IXX3	"Probable E3 ubiquitin-protein ligase HERC3"	HERC3	22.6215	24.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.855	21.8598	NA	NA	NA	NA	22.2318		
Q5GLZ8-2;Q5GLZ8;Q5GLZ8-3;Q5GLZ8-6;H0Y6K7;D6RCL5;Q5GLZ8-4;Q5GLZ8-5	"Probable E3 ubiquitin-protein ligase HERC4"	HERC4	27.1585	27.7313	27.3657	28.5372	28.4128	28.3794	27.8092	27.6762	27.967	28.0254	26.8817	25.481	27.0091	27.0001	26.7027	26.2334	27.3253	27.745		
C9J494;Q9H000;B4DPR4	"Probable E3 ubiquitin-protein ligase makorin-2"	MKRN2	23.8203	23.7021	24.4595	24.1359	23.972	25.4076	23.1781	25.4974	22.5223	25.4345	25.5611	25.1599	25.7581	24.7786	25.8231	25.0913	24.769	25.7927		
O75592;J3KPZ3;O75592-2;H7C3U4;F8WA13	"Probable E3 ubiquitin-protein ligase MYCBP2"	MYCBP2	30.1774	30.2144	30.1705	30.4063	30.1246	29.7775	30.1684	28.8335	29.1317	29.2809	28.3621	26.4718	26.9502	28.2755	28.3443	28.1832	28.321	28.6888		
Q14669-3;Q14669;G5E9G6;B4DYJ6;C9JLD7;H7C2Y1;C9JLJ5;C9JSX9;F8W9P3;H7C1L9	"Probable E3 ubiquitin-protein ligase TRIP12"	TRIP12	29.5115	29.2046	29.1552	29.3941	29.0266	28.8968	29.312	28.9439	28.8075	28.8837	29.2232	29.1494	29.1726	29.1464	29.0652	28.9553	28.8963	28.7275		
Q9UKR5	"Probable ergosterol biosynthetic protein 28"	C14orf1	22.9137	24.597	23.7886	24.1251	24.4781	23.6273	NA	23.6204	23.1202	NA	22.8098	23.5917	23.5204	23.5725	24.3607	23.753	24.0489	23.5479		
J3KNZ9;Q9HAH7;Q9HAH7-1;F2Z2T6;H3BRE6	"Probable fibrosin-1"	FBRS	23.6006	22.5798	24.3164	22.9674	NA	NA	NA	NA	NA	23.4979	NA	22.6829	22.9549	22.4151	22.232	22.691	22.4998	22.3686		
P51531;P51531-2;F6VDE0;F6XG14;B1ALF6;F6XDY1;B1ALG2;F6XE55;F6UH26;B1ALG1;F6QYQ1	"Probable global transcription activator SNF2L2"	SMARCA2	29.7824	29.7885	29.776	29.8077	30.3562	29.669	30.1234	29.389	29.6433	29.5252	29.4062	29.1955	29.0432	29.0411	29.3534	29.0112	29.5428	29.2586		
Q5T6J7;Q5T6J7-2;Q5T6J8;Q5T6J7-3;E9PP74	"Probable gluconokinase"	IDNK;C9orf103	25.675	25.5756	23.808	22.2515	24.7253	21.5304	23.5426	24.5374	24.2027	23.0273	22.0382	NA	NA	20.9932	NA	NA	NA	22.7513		
Q5JPH6;H3BTB7;H3BRF5	"Probable glutamate--tRNA ligase, mitochondrial"	EARS2	26.5581	26.1522	28.1951	23.6564	27.1411	26.1979	24.4711	24.1592	24.646	24.9923	25.1392	26.03	26.3328	26.3393	26.4387	26.4142	24.5928	25.588		
O14626;C9JR91	"Probable G-protein coupled receptor 171"	GPR171	NA	21.4804	25.2462	NA	NA	NA	24.3568	25.1807	24.1584	26.0729	26.4302	26.7347	26.5501	25.8229	26.0551	26.2771	25.3574	25.3511		
Q7Z333;Q7Z333-3	"Probable helicase senataxin"	SETX	28.0627	27.3964	27.4313	27.7366	26.7208	27.0607	28.4237	27.722	26.3065	27.6751	27.1884	25.7962	26.3899	25.1395	24.521	24.591	25.6108	25.9876		
P42694;J3QS41;I6L9H4;J3KT20;J3QRR8;J3KS59	"Probable helicase with zinc finger domain"	HELZ	25.9687	24.4812	25.2888	25.086	24.8479	24.935	25.2955	24.1645	22.4334	22.1003	24.6148	23.1895	23.9675	25.3945	26.1677	25.3658	24.6591	25.403		
B4DDY8;P49590;C9JV49;E9PG66;C9JHI8;B4DQ67;D6RJE6;D6RB22;D6R9M5	"Probable histidine--tRNA ligase, mitochondrial"	HARSL;HARS2	27.4995	27.1804	26.2809	27.4646	26.8593	27.0302	27.2065	26.615	26.5786	26.0079	26.0935	24.4574	24.889	25.5535	24.7059	25.4979	25.0725	26.5188		
O96028;O96028-5;O96028-3;O96028-2;O96028-6;O96028-4;D6R9V2;O96028-7;D6RIS1;H0Y9U6;H0Y9L4;D6RFE7	"Probable histone-lysine N-methyltransferase NSD2"	WHSC1	23.2128	23.0115	NA	24.0262	24.3347	22.7693	21.9219	27.0081	22.8422	23.577	24.046	26.5812	26.3764	26.828	26.8313	25.963	27.0717	26.4421		
Q15652-3;Q15652;Q15652-2;H7BXU7	"Probable JmjC domain-containing histone demethylation protein 2C"	JMJD1C	22.5299	23.7836	24.4667	24.0914	24.3135	24.7379	24.6237	NA	23.9354	NA	24.9216	25.908	25.413	23.3111	23.6228	24.2639	22.8546	25.4663		
Q15031;E9PHM2;C9JYR8;C9IZR7	"Probable leucine--tRNA ligase, mitochondrial"	LARS2	26.4887	27.1821	25.8391	26.8275	25.6919	27.3745	26.6328	26.2518	26.3419	26.577	27.343	25.9528	26.247	26.1285	26.6065	27.2091	26.5638	26.1077		
Q9NUN5-4;Q9NUN5-2;Q9NUN5-3;Q9NUN5	"Probable lysosomal cobalamin transporter"	LMBRD1	21.998	NA	24.84	NA	23.8126	NA	NA	NA	NA	23.7587	NA	NA	NA	NA	NA	NA	NA	NA		
J3KN82;Q96GX9;Q96GX9-3	"Probable methylthioribulose-1-phosphate dehydratase"	APIP	28.007	27.3847	28.1257	27.6262	28.3887	27.8188	27.3939	27.2436	26.7691	26.8472	26.6165	26.3118	26.9062	26.9356	26.1512	26.121	26.8293	27.4093		
A6NJ78;A6NJ78-2;A6NJ78-4;P0C7V9;B5MC64;A6NJ78-3;F8WD83	"Probable methyltransferase-like protein 15"	METTL15	24.8547	20.397	NA	24.3039	25.0163	23.7275	24.1332	NA	NA	24.3825	23.1668	23.4244	23.6089	23.7013	24.0215	24.1388	22.9845	24.2905		
Q13395	"Probable methyltransferase TARBP1"	TARBP1	23.8503	NA	24.0298	NA	23.8294	22.1652	23.2232	25.2083	22.705	24.5369	NA	23.7825	23.6573	24.1902	24.2832	24.3401	23.5519	23.9962		
Q5W0Z9;B4DRN8;Q2TB82;Q5W0Z9-2	"Probable palmitoyltransferase ZDHHC20"	ZDHHC20	NA	23.6032	NA	NA	NA	NA	NA	NA	NA	23.7815	NA	22.7038	NA	23.0967	22.0965	22.7839	24.5906	25.9493		
F5H4X5;Q9H3J6;F5GWJ6;Q9H3J6-2	"Probable peptide chain release factor C12orf65, mitochondrial"	C12orf65	NA	23.4848	23.1447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q86Y79;C9J7Z1	"Probable peptidyl-tRNA hydrolase"	PTRH1	23.7698	23.723	NA	24.3165	24.2119	23.9009	24.2773	23.7454	NA	24.0362	24.7683	24.0289	24.3406	23.038	23.2694	22.6198	22.6101	23.7622		
Q9Y2Q0-3;Q9Y2Q0-2;Q9Y2Q0;Q4G1C1;H0YAA1	"Probable phospholipid-transporting ATPase IA"	ATP8A1	NA	21.953	NA	21.8845	NA	NA	NA	23.416	23.8976	NA	NA	NA	NA	NA	NA	NA	NA	NA		
P98198;P98198-3;P98198-2;P98198-4;H0YLC1;H0YLJ1;H0YL60;O43520	"Probable phospholipid-transporting ATPase ID"	ATP8B2	28.2856	28.6544	NA	28.1655	28.8835	28.8577	NA	NA	31.3635	27.5486	NA	NA	NA	22.9357	27.8037	28.1734	28.3302	28.1119		
Q9Y2G3;H7C4W6;H0Y854;H7C4E6;H0Y8C7	"Probable phospholipid-transporting ATPase IF"	ATP11B	25.9	NA	24.9673	23.8758	24.2973	24.564	23.2514	23.883	24.544	23.5884	22.644	22.6305	22.6652	23.821	23.1558	23.1817	23.5698	24.1865		
Q8NB49-3;Q8NB49-2;Q8NB49-4;Q8NB49;H7C113;H7C0E8	"Probable phospholipid-transporting ATPase IG"	ATP11C	NA	NA	22.2845	NA	23.5738	23.6888	NA	22.6769	NA	NA	NA	23.1182	23.0497	22.4713	22.3811	NA	NA	23.2329		
E9PEJ6;H0Y547;P98196;H0Y8F0;A2A3G9	"Probable phospholipid-transporting ATPase IH"	ATP11A	23.3454	NA	NA	23.7004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q96EM0;D6RC46;E9PKK7	"Probable proline racemase"	C14orf149	NA	22.6096	22.2662	21.8359	22.1187	21.999	NA	NA	NA	22.3089	21.9698	22.6291	22.1559	NA	NA	21.9644	NA	NA		
Q7L3T8	"Probable proline--tRNA ligase, mitochondrial"	PARS2	25.7627	25.0476	NA	25.7196	24.3949	24.6749	NA	23.7262	24.6228	23.6712	24.6461	22.8243	23.1674	23.1314	22.8461	22.9848	22.775	21.9867		
A2A288;J3QT81;A2A288-4;A2A288-3;B7ZBA4;H0Y4Y6	"Probable ribonuclease ZC3H12D"	ZC3H12D	25.6529	24.9077	26.3345	26.1845	24.1323	26.03	27.0583	26.3451	25.2456	26.1496	25.8864	25.2692	25.4188	26.2415	26.4865	26.4569	26.7574	25.9923		
Q9UHA3;H3BMQ2;H3BPF2	"Probable ribosome biogenesis protein RLP24"	RSL24D1	NA	25.3581	NA	25.8037	23.8645	23.5591	23.478	25.2372	25.1458	24.7292	26.4168	25.2613	26.0943	24.1993	23.7416	24.6173	23.7173	NA		
Q9Y4C8;H0YIL2	"Probable RNA-binding protein 19"	RBM19	26.2289	25.977	25.6884	25.5199	25.8418	26.0435	26.925	27.3931	25.8775	26.8137	28.1249	27.585	27.7228	27.1984	27.3856	27.6599	26.1364	27.1497		
Q86U06-4;Q86U06-5;Q86U06-2;Q86U06;G3XAP0;H0YJJ3;Q86U06-3;G3V5Z6;G3V546;G3V225;G3V2B4	"Probable RNA-binding protein 23"	RBM23	25.2336	22.3042	20.6926	24.2973	22.7285	23.5356	NA	23.5459	22.0294	23.1411	23.8153	23.4458	23.7662	23.3951	23.2703	23.4223	22.6197	23.0869		
E9PLI6;E9PS76;E9PRR8;Q8N9N8;E9PS30;E9PNH5;E9PQD0	"Probable RNA-binding protein EIF1AD"	EIF1AD	26.5741	27.2944	27.1142	28.0591	27.5419	27.3256	27.947	27.6865	27.1803	27.4321	27.8516	26.7556	26.9238	26.3917	26.4442	26.6641	26.8247	26.5237		
Q96CW6;I3L4S1	"Probable RNA polymerase II nuclear localization protein SLC7A6OS"	SLC7A6OS	24.7876	NA	NA	23.7811	NA	24.0996	NA	22.3996	23.7669	23.0086	23.1101	NA	23.1577	22.842	23.1532	23.986	22.636	NA		
Q99848;H7C2Q8	"Probable rRNA-processing protein EBP2"	EBNA1BP2	28.0034	27.8042	28.8195	27.4726	28.622	28.2828	27.8295	28.4617	28.0811	28.5257	29.6013	29.644	29.6441	28.8551	28.8964	28.899	28.5984	28.409		
A2RTX5;A2RTX5-2;B7ZLP8;H0YKB9	"Probable threonine--tRNA ligase 2, cytoplasmic"	TARSL2	25.9828	28.2687	25.6729	26.1354	25.1028	26.2978	26.7888	24.9152	25.3296	25.7056	24.1124	23.8923	22.8181	NA	24.1942	NA	23.3928	23.1454		
Q9NWX6;H0YC78;E5RIQ8	"Probable tRNA(His) guanylyltransferase"	THG1L	25.349	26.5168	NA	25.5571	25.7472	24.8644	NA	24.951	24.7387	24.7871	25.2951	26.0282	25.5469	25.4937	25.3201	25.5579	25.2036	25.2206		
Q8WWH5	"Probable tRNA pseudouridine synthase 1"	TRUB1	26.0981	26.5259	26.2316	26.5037	25.9407	26.1456	26.1851	26.4178	26.1395	26.5829	27.2733	26.899	26.2997	26.2705	25.4014	25.4475	25.6767	25.9713		
O95900;B7Z7G5	"Probable tRNA pseudouridine synthase 2"	TRUB2	NA	22.5614	NA	24.8776	23.8855	24.933	24.588	NA	NA	22.219	23.7266	NA	NA	22.9957	NA	NA	NA	22.7135		
Q9NPF4;G3V425;G3V445;G3V282;G3V4G4;G3V249;G3V4G5	"Probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP"	OSGEP	29.4862	29.3588	29.0318	29.2214	29.6231	28.8487	29.1533	28.0106	28.3833	28.4272	28.2499	27.4761	27.9224	27.6124	27.8	27.6938	27.7502	27.8105		
Q9H4B0;Q9H4B0-2;Q9H4B0-3;E5RGZ1;E5RIL9;E7EVL7	"Probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1"	OSGEPL1	NA	NA	NA	NA	NA	NA	25.4464	NA	NA	NA	22.1075	NA	22.422	22.1349	22.1392	NA	NA	NA		
Q9Y3A2;B4DJC6	"Probable U3 small nucleolar RNA-associated protein 11"	UTP11L	23.9909	24.7729	25.9277	24.4936	25.9389	25.7327	25.1607	27.4245	26.5469	27.2262	27.9856	27.8932	28.3867	27.5654	26.9038	27.1208	26.5909	26.7927		
Q93008-1;Q93008;E9PFG1	"Probable ubiquitin carboxyl-terminal hydrolase FAF-X"	USP9X	29.8022	29.9952	30.0217	30.2949	29.6693	29.4822	30.2408	29.1112	29.5446	29.5238	29.4166	28.6477	28.6901	29.0728	28.9717	28.7914	29.1795	29.3855		
Q9NQH7-4;Q9NQH7;Q9NQH7-2;Q9NQH7-3;Q9NQH7-5;B7ZBB4	"Probable Xaa-Pro aminopeptidase 3"	XPNPEP3	24.1615	24.204	NA	23.402	24.1854	23.9047	24.3516	23.2524	24.0678	24.0505	24.6354	25.1621	25.2987	25.4014	25.4128	24.7852	25.0429	25.2263		
P09668;E9PKT6	"Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain"	CTSH	NA	NA	NA	NA	NA	NA	NA	22.1202	NA	22.2883	NA	NA	21.2203	NA	23.5479	NA	25.4158	24.5577		
Q15113	"Procollagen C-endopeptidase enhancer 1"	PCOLCE	NA	NA	22.7258	22.6057	NA	NA	21.9763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
Q8NBJ5;M0QYH0;M0QX72	"Procollagen galactosyltransferase 1"	GLT25D1	23.5543	24.7525	24.1814	23.1557	24.7862	24.7005	24.4126	24.2588	22.0013	24.7027	26.2878	27.2592	27.25	26.8203	27.0977	27.0426	26.6043	26.1112		
Q02809;B4DR87;Q5JXB9;Q5JXB7;Q5JXB8	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	PLOD1	NA	NA	22.3156	NA	NA	21.6668	NA	21.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		
O60568;H7C2V1;H7C2S8;H7C0B8;C9JIX5;H7C2A8;C9JU11	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"	PLOD3	NA	NA	25.6433	24.3376	NA	24.8846	NA	NA	NA	NA	NA	24.4363	23.4995	24.0537	24.4275	23.9362	23.8897	24.437		
P07737;K7EJ44	Profilin-1	PFN1	34.431	34.399	34.3372	34.162	34.213	34.5235	33.5118	33.7387	33.9874	33.7017	33.5865	33.5473	33.4069	33.9105	33.7665	34.0249	34.1612	34.1157		
P35080;C9J712;C9JQ45;P35080-2;G5E9Q6;C9J0J7;C9J2N0	Profilin-2;Profilin	PFN2	27.7119	22.81	25.8222	26.126	27.2526	27.2732	28.0153	25.1385	26.0834	25.4211	24.3817	NA	23.1545	NA	22.8602	22.5177	23.0216	22.1767		
P60673	Profilin-3	PFN3	26.5547	25.6939	27.4663	26.353	26.0671	26.6883	23.317	NA	NA	26.6495	NA	NA	NA	17.9246	18.4547	18.0143	NA	19.2739		
Q8WXW3;Q8WXW3-2;Q8WXW3-3	"Progesterone-induced-blocking factor 1"	PIBF1	26.085	25.7134	NA	26.7446	25.6629	26.613	24.4175	25.3521	26.1265	24.9411	24.8754	24.8087	24.619	24.6758	24.2501	24.0591	24.4102	24.0673		
Q9NZQ7;Q9NZQ7-3;Q9NZQ7-2	"Programmed cell death 1 ligand 1"	CD274	NA	NA	NA	NA	22.8229	NA	NA	24.571	NA	NA	NA	24.4127	23.2347	NA	23.5976	23.4549	NA	22.612		
Q8WUM4	"Programmed cell death 6-interacting protein"	PDCD6IP	31.674	32.0896	31.6192	32.1605	31.6882	31.6869	31.7631	31.4431	31.8946	31.6514	31.3291	30.6944	30.8919	30.8692	30.9321	30.9587	31.2736	30.9427		
Q15116;H0Y2W6	"Programmed cell death protein 1"	PDCD1	NA	NA	NA	NA	NA	NA	NA	NA	24.7982	NA	26.2234	24.346	24.5667	24.4431	23.7911	23.5246	24.5088	22.2342		
Q9BUL8;C9J5C3;C9J363;C9J6F3;C9JND6;C9JSA3;H7C5M9;C9J932;F8WDF3	"Programmed cell death protein 10"	PDCD10	29.0194	29.2075	29.2008	28.602	29.0879	28.8296	28.5427	29.3901	29.4423	29.4089	29.5679	29.3683	29.1521	29.0278	29.2111	29.181	29.2824	28.9415		
Q16342-3;Q16342;F5H4V9;F5GYS7;Q16342-2;J3QK82;E9PCU7;F5GWT2;H0YFZ5;H0YFS8	"Programmed cell death protein 2"	PDCD2	25.3958	24.6063	24.9283	23.1161	NA	NA	25.1461	25.6968	24.7991	25.6374	26.3986	25.8461	26.2096	25.8296	25.9654	25.5974	25.0164	24.6448		
Q9BRP1;K7EQD9	"Programmed cell death protein 2-like"	PDCD2L	24.5306	22.7967	NA	23.3515	24.2786	22.182	NA	25.4533	24.2912	25.8951	27.2371	27.4747	26.4864	26.187	26.5678	26.282	25.5011	25.6292		
Q53EL6-2;Q53EL6;Q5VZS7	"Programmed cell death protein 4"	PDCD4	31.5754	31.199	31.8766	31.135	31.6013	31.8146	30.4593	29.0188	30.4367	29.7751	27.7109	27.5371	27.3189	29.5614	29.5023	29.834	29.1984	30.0919		
"O14737;B4DE64;K7ESJ4;K7EQA1;K7EL31;Intenstiy q3HM38;K7EPG2"	"Programmed cell death protein 5"	PDCD5	28.456	29.183	28.9716	28.6466	29.3894	28.1392	28.754	29.2749	28.6853	29.3935	29.6979	29.6809	29.6439	29.5736	29.4939	29.7941	29.6181	29.8295		
O75340;O75340-2;H0Y9X3;H0Y9N1;O75340-3;E7EPW6;D6RA21;Q86W51	"Programmed cell death protein 6"	PDCD6	27.5225	27.9453	27.9987	27.3151	27.8058	28.3702	29.3193	28.1728	28.0743	28.5984	28.4434	28.1677	28.5105	28.5416	28.4653	28.6092	28.3115	28.2804		
Q8N8D1;H3BT73	"Programmed cell death protein 7"	PDCD7	NA	22.0837	NA	NA	NA	NA	21.237	NA	NA	22.6548	23.6527	NA	NA	NA	NA	22.6419	NA	23.1907		
Q9HCJ1;B3KMG4;D6RGI5	"Progressive ankylosis protein homolog"	ANKH	NA	23.1041	NA	18.9627	23.5387	22.4056	NA	NA	NA	22.1393	22.6459	20.9843	20.5531	20.6646	21.8337	23.257	NA	NA		
P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;B4DY47;D6RBK0	Prohibitin	PHB	32.1783	32.1379	31.647	31.6876	31.4148	31.6183	32.0244	31.8718	31.8281	31.55	32.2845	32.2143	32.2113	32.1204	32.139	32.4033	31.8754	31.9815		
Q99623;J3KPX7;F5GY37;Q99623-2;F5GWA7;B4DW05;F5H3X6;F5H0C5;F5H2D2;F5H0S4	Prohibitin-2	PHB2	31.0187	31.4872	31.5149	30.8929	31.0854	31.3376	30.589	32.0819	32.295	31.8656	32.4198	32.4163	32.2931	32.1082	32.204	32.1606	32.0061	32.1548		
Q14005-2;Q14005;Q14005-3;H3BVH5;H0YLH9;H0YKB7;H3BT15;H0YLL1	Pro-interleukin-16;Interleukin-16	IL16	32.7267	32.8411	32.6897	32.3244	32.5387	32.3732	32.7062	32.2013	32.32	32.2073	31.7736	30.5777	30.4786	30.3245	30.1504	30.2761	30.2956	30.4722		
Q9HCU5;B5MC98;H7C0W3;H7C2N7;F8WCS5	"Prolactin regulatory element-binding protein"	PREB	26.471	27.0007	24.8387	27.2377	27.4249	27.1923	26.8915	26.5057	27.0714	26.3548	26.7478	27.2342	26.9232	26.8573	26.8033	27.1845	27.1313	27.0832		
P12004	"Proliferating cell nuclear antigen"	PCNA	29.8237	30.3182	30.0016	29.9937	28.8786	29.1363	29.6187	29.162	29.2751	29.3602	30.9946	33.0115	32.6565	32.6233	32.88	33.0143	32.6497	32.5956		
Q9UQ80;F8VTY8;F8VRZ3;F8VR77;F8W0A3;H0YIN7;F8VZ69	"Proliferation-associated protein 2G4"	PA2G4	31.5241	31.9644	32.1007	31.6385	31.7415	31.9412	32.3366	32.1822	32.0746	32.0585	32.8307	33.0199	33.1425	32.8501	32.9376	33.0023	32.8103	32.8472		
Q8IZL8;I3L3A8;E7EV54;F8WDZ1;I3L445;I3L4M7;I3L4P1;I3L1P4;I3L4I3	"Proline-, glutamic acid- and leucine-rich protein 1"	PELP1	29.3804	28.875	28.7185	28.7333	29.0071	28.6938	28.7735	28.4626	28.4247	28.1157	28.8076	28.4514	28.5642	28.4477	28.6969	28.571	28.6514	28.2985		
