"","tsne.x","tsne.y","membership","pert_iname","clinical_phase","moa","target","disease_area","indication"
"HOXB7",5.00103151130278,-22.5927408409183,16,NA,NA,NA,NA,NA,NA
"HOXC10",8.94260906902513,-14.4436264487551,26,NA,NA,NA,NA,NA,NA
"HOXC4",12.3676076628212,-23.2799069378531,17,NA,NA,NA,NA,NA,NA
"HOXC9",8.28648502434218,-24.6844856734085,16,NA,NA,NA,NA,NA,NA
"HPD",8.65603254145612,-12.2841534464124,26,NA,NA,NA,NA,NA,NA
"HPGD",7.47981262539017,-13.0440186730163,26,NA,NA,NA,NA,NA,NA
"HPN",-17.0215140332658,-15.6476696684017,27,NA,NA,NA,NA,NA,NA
"HPRT1",-13.7702614976424,-19.0063781048948,20,NA,NA,NA,NA,NA,NA
"HRAS",16.5511317564203,-4.54981897616593,13,NA,NA,NA,NA,NA,NA
"HRG",-24.2593154460958,16.2539217781422,3,NA,NA,NA,NA,NA,NA
"HRH1",16.0312170170239,-21.4836009172056,17,NA,NA,NA,NA,NA,NA
"HS2ST1",-0.912241433445806,-25.5582667915324,8,NA,NA,NA,NA,NA,NA
"HSBP1",11.719102240899,-24.6271189731753,17,NA,NA,NA,NA,NA,NA
"HSD17B10",-11.4872293931732,-8.39813609428053,27,NA,NA,NA,NA,NA,NA
"HSD17B11",-2.20175771022779,-28.195502992307,8,NA,NA,NA,NA,NA,NA
"HSD17B2",14.5708896435164,-24.3177642435632,17,NA,NA,NA,NA,NA,NA
"HSD17B4",-17.4296277528052,-12.755003058027,27,NA,NA,NA,NA,NA,NA
"HSD17B7",-8.37187401934288,-11.0496085302528,28,NA,NA,NA,NA,NA,NA
"HSD17B8",-22.7269136705248,-13.0473764535447,27,NA,NA,NA,NA,NA,NA
"HSF1",-22.7748738289996,-11.4286229020325,22,NA,NA,NA,NA,NA,NA
"HSF2",-17.5176594289001,-13.4782128633107,27,NA,NA,NA,NA,NA,NA
"HSP90-inhibitor",15.8571011160439,12.1615902119233,7,NA,NA,NA,NA,NA,NA
"HSP90AA1",-19.8678847609947,-19.2991525058987,27,NA,NA,NA,NA,NA,NA
"HSP90AB1",-15.8491238330581,-9.01839337628942,27,NA,NA,NA,NA,NA,NA
"HSPA2",-13.1146483165619,-12.0535697344153,27,NA,NA,NA,NA,NA,NA
"HSPA8",-12.1416204803276,-17.870627016421,28,NA,NA,NA,NA,NA,NA
"HSPB8",-10.4954081710781,-28.2060595150397,20,NA,NA,NA,NA,NA,NA
"HTATIP2",-8.97560070790567,-19.0046203056884,10,NA,NA,NA,NA,NA,NA
"HTATSF1",-24.87898145296,9.53107232830533,21,NA,NA,NA,NA,NA,NA
"HTMT",-15.9355327438065,6.93115000340631,15,"HTMT","Preclinical","histamine receptor agonist","HRH4","",""
"HU-211",4.60190278381216,-4.13653346289429,19,NA,NA,NA,NA,NA,NA
"huperzine-a",6.7743257541302,28.0945863688197,12,"huperzine-a","Phase 2","acetylcholinesterase inhibitor","ACHE","",""
"HUS1",-15.1876741883338,-10.0656182930783,27,NA,NA,NA,NA,NA,NA
"HY-11007",21.3370415731874,15.7748019240796,7,NA,NA,NA,NA,NA,NA
"HYAL1",15.1961534747626,-9.63389484520958,6,NA,NA,NA,NA,NA,NA
"HYAL2",8.72070649642,-15.9439235662963,26,NA,NA,NA,NA,NA,NA
"hydralazine",10.0593280850907,19.5611608769955,24,"hydralazine","Launched","vasodilator","AOC3|P4HA1","cardiology","hypertension"
"hydrastine",-25.5808386969741,14.1558539889276,21,NA,NA,NA,NA,NA,NA
"hydrastinine",8.02759045921841,33.8069406289298,12,"hydrastinine","Preclinical","haemostatic agent","","",""
"hydrocortisone",13.7666331949314,8.08164031215599,13,"hydrocortisone","Launched","glucocorticoid receptor agonist","","dermatology|neurology/psychiatry","eczema|psoriasis|seborrheic dermatitis|itching"
"hydrocotarnine",-14.6061958868294,9.26170866017883,2,NA,NA,NA,NA,NA,NA
"hydroquinidine",-12.6267820878302,20.1311718576397,23,"hydroquinidine","Launched","antiarrhythmic","","cardiology","cardiac arrythmia"
"hydroquinine",18.6667629887152,17.9049511967394,7,NA,NA,NA,NA,NA,NA
"hydroxycholesterol",-7.81920502366957,-0.993136453257915,11,NA,NA,NA,NA,NA,NA
"hydroxyfasudil",7.67611978762743,26.7373027025457,12,"hydroxyfasudil","Preclinical","rho associated kinase inhibitor","PKIA|PRKACA|ROCK1","",""
"hydroxyl",19.9193865215343,17.5856908230546,4,NA,NA,NA,NA,NA,NA
"hymecromone",6.80988048399721,25.7855172034198,12,"hymecromone","Phase 2","monoamine oxidase inhibitor","MAOA|MAOB","",""
"hyoscyamine",1.24470582090518,20.5966723747049,1,"hyoscyamine","Launched","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4","gastroenterology|urology|neurology/psychiatry|allergy","peptic ulcer disease (PUD)|acute abdominal visceral spasm|ulcerative colitis|interstitial cystitis (IC)|enterocolitis|irritable bowel syndrome|tremors|allergic rhinitis"
"hyperforin",1.81140640301821,1.39606416243034,11,NA,NA,NA,NA,NA,NA
"hypericin",14.7657268329478,22.6401821372525,4,"hypericin","Phase 2","tyrosine kinase inhibitor","","",""
"I-070754",-7.30998129441048,-0.332232397608668,11,NA,NA,NA,NA,NA,NA
"I-070759",1.25445322422491,1.37094068977736,11,NA,NA,NA,NA,NA,NA
"I-212148",-25.6744007288718,5.02777894830667,15,NA,NA,NA,NA,NA,NA
"I-303059",-11.9222788330234,6.47793163458593,2,NA,NA,NA,NA,NA,NA
"I-OMe-AG-538",9.16599149376625,29.1601401125167,12,NA,NA,NA,NA,NA,NA
"IAA-94",-18.2216498233661,8.64038951387981,15,NA,NA,NA,NA,NA,NA
"IB-MECA",13.6927705225518,16.8624442050337,7,"IB-MECA","Phase 3","adenosine receptor agonist","ADORA1|ADORA2A|ADORA2B|ADORA3","",""
"IBC-293",20.740435662541,23.2611352771214,4,"IBC-293","Preclinical","hydroxycarboxylic acid receptor agonist","HCAR3","",""
"ibrutinib",1.71794246044076,8.84166527812068,11,"ibrutinib","Launched","Bruton's tyrosine kinase (BTK) inhibitor","BLK|BMX|BTK","hematologic malignancy","chronic lymphocytic leukemia (CLL)|mantle cell lymphoma (MCL)|Waldenstrom's macroglobulinemia (WM)"
"ibudilast",14.3765303018336,24.4191907213239,4,"ibudilast","Launched","leukotriene receptor antagonist|phosphodiesterase inhibitor","IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A","pulmonary|neurology/psychiatry","asthma|stroke"
"ibuprofen",21.9622906340841,23.097934423758,4,"ibuprofen","Launched","cyclooxygenase inhibitor","PTGS1|PTGS2","neurology/psychiatry|rheumatology|otolaryngology|obstetrics/gynecology|endocrinology|dental","headache|muscle pain|rheumatoid arthritis|backache|common cold|menstrual pain|fever|toothache"
"ICAM1",8.12598593481223,-14.5041336670179,26,NA,NA,NA,NA,NA,NA
"ICAM3",1.2546746358634,7.51116406842778,11,NA,NA,NA,NA,NA,NA
"icariin",20.4217237788813,11.4943843566039,7,"icariin","Phase 3","phosphodiesterase inhibitor","PDE5A","",""
"ichthynone",1.44873301154813,-1.17581916069836,19,NA,NA,NA,NA,NA,NA
"ICI-118551",7.91371652996662,18.7320945387375,24,NA,NA,NA,NA,NA,NA
"ICI-199441",5.95145050920913,11.944336670888,29,"ICI-199441","Preclinical","opioid receptor agonist","CYP2D6|OPRD1|OPRK1|OPRM1|UTS2R","",""
"ICI-204448",-9.58352134435816,10.2429328019779,2,NA,NA,NA,NA,NA,NA
"ICI-89406",5.67565305719927,30.6746905779622,12,"ICI-89406","Phase 1","adrenergic receptor antagonist","ADRB1|ADRB2","",""
"icilin",-12.0684964523816,7.21327165005313,2,"icilin","Phase 1","TRPV agonist","TRPA1|TRPM8","",""
"ICMT",-17.9450688589205,-18.7634423363531,27,NA,NA,NA,NA,NA,NA
"icosapent",-13.5749861023579,9.65231018681587,2,"icosapent","Launched","platelet aggregation inhibitor","ACSL3|ACSL4|FADS1|FFAR1|PPARD|PPARG|PTGS1|PTGS2|SLC8A1|TRPV1","endocrinology","hypertriglyceridemia"
"ID2",11.3110288032994,-14.2252787021158,26,NA,NA,NA,NA,NA,NA
"ID3",-10.6552574723243,-14.882942679337,28,NA,NA,NA,NA,NA,NA
"idarubicin",16.1291681004053,5.17062370877487,5,"idarubicin","Launched","topoisomerase inhibitor","TOP2A","hematologic malignancy","acute myeloid leukemia (AML)"
"IDE",-14.5704193767458,-18.2613739264449,20,NA,NA,NA,NA,NA,NA
"IDH3A",18.4050506190388,-14.5338614055804,9,NA,NA,NA,NA,NA,NA
"IDH3B",14.6060562624091,-10.5648726206141,6,NA,NA,NA,NA,NA,NA
"IDH3G",-8.05626115521202,-22.9327012134841,10,NA,NA,NA,NA,NA,NA
"IFI16",-19.5776975891313,-16.675158430682,27,NA,NA,NA,NA,NA,NA
"IFI30",-17.0112457454495,-10.0716840984432,27,NA,NA,NA,NA,NA,NA
"IFIH1",-3.25759027204213,-11.4051984946147,18,NA,NA,NA,NA,NA,NA
"IFIT5",-22.1071312797372,-20.4864156240121,27,NA,NA,NA,NA,NA,NA
"IFNA",-14.0667850741418,18.4467750022588,23,NA,NA,NA,NA,NA,NA
"IFNAR2",17.0121082289561,-25.1340964451677,17,NA,NA,NA,NA,NA,NA
"IFNB1",-19.1080170650049,-11.9078384402156,27,NA,NA,NA,NA,NA,NA
"IFNG",-7.44318629451232,-20.8368124376431,10,NA,NA,NA,NA,NA,NA
"IFNGR1",0.0777025917596523,-27.7332490570875,16,NA,NA,NA,NA,NA,NA
"IGF1",-23.4668536198964,16.6314441396452,3,NA,NA,NA,NA,NA,NA
"IGF1R",20.1395262053064,-17.0876009758958,9,NA,NA,NA,NA,NA,NA
"IGF2",-23.1406683905889,16.7226456811303,3,NA,NA,NA,NA,NA,NA
"IGF2BP3",6.88794696683844,-19.8290522393864,16,NA,NA,NA,NA,NA,NA
"IGFBP2",17.3713918140843,-16.847288770892,9,NA,NA,NA,NA,NA,NA
"IGFBP3",10.814210418516,7.97072316365323,25,NA,NA,NA,NA,NA,NA
"IGFBP4",12.3639715084444,-30.0058633389992,17,NA,NA,NA,NA,NA,NA
"IGFBP5",-12.2352428637197,-9.34015138541219,27,NA,NA,NA,NA,NA,NA
"IGFBP6",-20.4186194740736,-11.9594613669886,27,NA,NA,NA,NA,NA,NA
"IGFBP7",-22.7047366695799,-8.08369315278623,22,NA,NA,NA,NA,NA,NA
"IGHMBP2",4.22376884710458,30.7702406857739,1,NA,NA,NA,NA,NA,NA
"IGSF8",-6.66116453430261,-18.4952333939835,10,NA,NA,NA,NA,NA,NA
"IKBKB",-0.814196064030286,-17.6282688794773,10,NA,NA,NA,NA,NA,NA
"IKBKE",19.0475318797655,-13.7502312192614,9,NA,NA,NA,NA,NA,NA
"IKBKG",5.26969612264236,-20.0429074767096,16,NA,NA,NA,NA,NA,NA
"IKK-16",8.08734742830902,2.51842157106928,14,"IKK-16","Preclinical","IKK inhibitor","IKBKB","",""
"IKK-2-inhibitor",-11.6457479635318,21.552844388125,23,"IKK-2-inhibitor","Preclinical","IKK inhibitor|SYK inhibitor","IKBKB","",""
"IKK-2-inhibitor-V",5.04391009471719,-0.4812959104562,14,"IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB","",""
"IKK-inhibitor-X",22.7135706897164,19.567894195449,4,NA,NA,NA,NA,NA,NA
"IKK3-inhibitor-IX",7.53418828923231,28.0017511975253,12,NA,NA,NA,NA,NA,NA
"IL1",-7.70635053559517,-2.00891892470807,11,NA,NA,NA,NA,NA,NA
"IL10",-21.6180853816047,-9.05356376038866,22,NA,NA,NA,NA,NA,NA
"IL11",-21.9081198356673,-9.13243385285645,22,NA,NA,NA,NA,NA,NA
"IL12A",6.64541670994089,-25.1438489232702,16,NA,NA,NA,NA,NA,NA
"IL12B",-20.3543459522469,-11.009611602235,27,NA,NA,NA,NA,NA,NA
"IL13",-13.7145775665352,-12.8672239659356,27,NA,NA,NA,NA,NA,NA
"IL13RA1",-18.6351559986973,-24.5651212805528,20,NA,NA,NA,NA,NA,NA
"IL13RA2",-2.83420209515098,-19.8982069943986,10,NA,NA,NA,NA,NA,NA
"IL15",-14.406532827863,-9.81788480129267,27,NA,NA,NA,NA,NA,NA
"IL17A",-23.2651869250026,16.7007015457076,3,NA,NA,NA,NA,NA,NA
"IL18",-21.041938680122,-13.9362082850525,27,NA,NA,NA,NA,NA,NA
"IL18RAP",-14.0337424041567,-15.4725334149883,27,NA,NA,NA,NA,NA,NA
"IL1B",-19.0878189621327,-11.7176373675168,27,NA,NA,NA,NA,NA,NA
"IL1R1",-1.74434176162826,-22.2717045539538,10,NA,NA,NA,NA,NA,NA
"IL1R2",-13.8971695605865,-26.4346511701264,20,NA,NA,NA,NA,NA,NA
"IL1RAP",-19.7583073926287,-17.9932335183102,27,NA,NA,NA,NA,NA,NA
"IL2",-18.143874432966,-15.3672696673578,27,NA,NA,NA,NA,NA,NA
"IL20",-14.7495183509335,-15.9143298747953,27,NA,NA,NA,NA,NA,NA
"IL2RB",9.06813234630237,-15.7991069071722,26,NA,NA,NA,NA,NA,NA
"IL4",-23.6450898739781,16.3197338366916,3,NA,NA,NA,NA,NA,NA
"IL5",-18.2516537855374,-10.3286555515866,27,NA,NA,NA,NA,NA,NA
"IL6",-23.3969584562938,16.4763176171065,3,NA,NA,NA,NA,NA,NA
"IL6R",12.1735947817175,-27.5853926210433,17,NA,NA,NA,NA,NA,NA
"IL7R",-16.4329350514751,-25.2021243191262,20,NA,NA,NA,NA,NA,NA
"IL8",-22.9089674818724,-7.39858909230174,22,NA,NA,NA,NA,NA,NA
"ILF2",15.4776683069737,-16.858588930692,9,NA,NA,NA,NA,NA,NA
"ILK",-9.01652541922032,-13.0924860010086,28,NA,NA,NA,NA,NA,NA
"ilomastat",15.9442128131564,21.4293911162702,4,"ilomastat","Phase 3","matrix metalloprotease inhibitor","ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9","",""
"iloperidone",7.33813475099942,32.5168715368301,12,"iloperidone","Launched","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA2C|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR2A|HTR6|HTR7","neurology/psychiatry","schizophrenia"
"iloprost",-9.8350032078516,6.49361384211392,11,"iloprost","Launched","platelet aggregation inhibitor|prostanoid receptor agonist","PDE4A|PDE4B|PDE4C|PDE4D|PLAT|PTGDR|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|PTGIR|TBXA2R","pulmonary","pulmonary arterial hypertension (PAH)"
"imatinib",3.89564359702482,21.6485006296946,24,"imatinib","Launched","Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor","ABL1|CSF1R|DDR1|KIT|NTRK1|PDGFRA|PDGFRB|RET","hematologic malignancy|oncology","chronic myeloid leukemia (CML)|acute lymphoblastic leukemia (ALL)|myelodysplastic diseases (MDS)|aggressive systemic mastocytosis (ASM)|hypereosinophilic syndrome (HES)|chronic eosinophilic leukemia (CEL)|dermatofibrosarcoma protuberans (DFSP)|gastrointestinal stromal tumors (GIST)"
"imiloxan",16.3646331880305,16.6787656111561,7,"imiloxan","Phase 1","adrenergic receptor antagonist","ADRA2A|ADRA2B","",""
"imipramine",-3.36553761741161,6.17367707766109,11,"imipramine","Launched","norepinephrine reputake inhibitor|serotonin reuptake inhibitor","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|SLC6A2|SLC6A3|SLC6A4","neurology/psychiatry|urology","depression|nocturnal enuresis"
"imiquimod",-12.2876172099465,9.63151097287842,2,"imiquimod","Launched","interferon inducer|toll-like receptor agonist","TLR7|TLR8","dermatology|infectious disease|oncology","actinic keratosis (AK)|genital warts|basal cell carcinoma (BCC)"
"immepip",15.8695623822138,22.9911235957146,4,"immepip","Preclinical","histamine receptor agonist","HRH3|HRH4","",""
"immethridine",19.0294182395206,26.082143310074,4,"immethridine","Phase 1","histamine receptor agonist","HRH3","",""
"IMPDH1",-8.49003126681502,-11.4188908057567,28,NA,NA,NA,NA,NA,NA
"IMPDH2",-4.77653436983592,-29.6531257311508,8,NA,NA,NA,NA,NA,NA
"imperatorin",-16.6333986880117,-2.20170214867055,15,NA,NA,NA,NA,NA,NA
"importazole",7.22892146524602,-2.02740602411615,19,NA,NA,NA,NA,NA,NA
"INCA-6",11.3836386407147,13.8889215048824,7,"INCA-6","Preclinical","calcineurin inhibitor","NFATC1","",""
"indapamide",-13.8916706275507,6.84242210617295,2,"indapamide","Launched","thiazide diuretic","KCNE1|KCNQ1|SLC12A3","cardiology","hypertension|congestive heart failure"
"indirubin",-0.208347438762738,-10.7167880630279,18,"indirubin","Phase 2/Phase 3","CDK inhibitor|glycogen synthase kinase inhibitor","CDK1|CDK5|GSK3A","",""
"indole",15.8227264481007,18.3910833008448,7,NA,NA,NA,NA,NA,NA
"indolophenanthridine",7.67110983940868,3.60084576461945,14,NA,NA,NA,NA,NA,NA
"indometacin",-26.477789354108,10.6387074793173,21,NA,NA,NA,NA,NA,NA
"indoprofen",-27.0544512564289,11.3219608367821,21,"indoprofen","Withdrawn","cyclooxygenase inhibitor|prostanoid receptor antagonist","CXCR1|CXCR2|PTGS1|PTGS2","",""
"ING2",15.3305011037549,-16.1591637816289,9,NA,NA,NA,NA,NA,NA
"ING3",-14.509890219955,-14.6146624585923,27,NA,NA,NA,NA,NA,NA
"ingenol",3.07144638302803,-2.73437155188793,19,NA,NA,NA,NA,NA,NA
"INHBE",10.9180583339599,29.3431884786893,4,NA,NA,NA,NA,NA,NA
"inhibitor-BEC",-6.46771471890388,10.2722203297116,11,NA,NA,NA,NA,NA,NA
"iniparib",-18.2720157486012,11.442092586003,3,"iniparib","Phase 3","PARP inhibitor","PARP1","",""
"INPP1",4.96521446418675,-29.3141303756149,16,NA,NA,NA,NA,NA,NA
"INS",-23.9220628792724,16.2440212229158,3,NA,NA,NA,NA,NA,NA
"INSIG1",0.260438334891992,-29.4397289266119,16,NA,NA,NA,NA,NA,NA
"INTS12",14.6965313601314,-23.4440027494905,17,NA,NA,NA,NA,NA,NA
"iobenguane",14.0390324880891,21.9073766395929,4,"iobenguane","Launched","antineoplastic agent","","oncology|cardiology|endocrinology","neuroblastoma|congestive heart failure|pheochromocytoma"
"iocetamic-acid",12.6450376354986,26.3291714254958,4,"iocetamic-acid","Launched","radiopaque medium","","radiology","contrast agent"
"iodophenpropit",6.24490010153639,14.8100044621742,24,"iodophenpropit","Preclinical","histamine receptor antagonist","HRH3|HRH4","",""
"iopanoic-acid",-11.2074721023201,-5.47560517915102,27,NA,NA,NA,NA,NA,NA
"ioxaglic-acid",7.87501826050934,27.3496411320941,12,"ioxaglic-acid","Launched","radiopaque medium","","radiology","contrast agent"
"IP6K1",-6.01355792426175,-20.2055780030405,10,NA,NA,NA,NA,NA,NA
"IP6K2",-12.8423291357125,-16.5462832357667,28,NA,NA,NA,NA,NA,NA
"ipratropium",9.48721926293227,29.6992418812598,12,"ipratropium","Launched","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5","pulmonary","bronchospasm|chronic obstructive pulmonary disease (COPD)|bronchitis|emphysema"
"ipsapirone",9.24215407638146,28.6114073951857,12,"ipsapirone","Phase 3","serotonin receptor agonist","HTR1A","",""
"IRAK2",9.8924779599701,-16.8412484307841,26,NA,NA,NA,NA,NA,NA
"IRAK4",-15.0363575196967,-16.3250580010645,27,NA,NA,NA,NA,NA,NA
"irbesartan",-12.7854842844972,3.49296085763727,15,"irbesartan","Launched","angiotensin receptor antagonist","AGTR1|JUN|SLC10A1","cardiology|nephrology","hypertension|diabetic nephropathy"
"IRF2",4.16708031088275,-24.9081650696722,16,NA,NA,NA,NA,NA,NA
"IRF3",-1.93686464398411,21.7273144893299,1,NA,NA,NA,NA,NA,NA
"IRF5",9.35601428704859,-20.3169445735103,17,NA,NA,NA,NA,NA,NA
"IRF9",14.9710930505987,-23.0741730113631,17,NA,NA,NA,NA,NA,NA
"irilin-a",19.1822413106545,21.2061774762499,4,NA,NA,NA,NA,NA,NA
"irinotecan",-0.21291918686224,-12.2552806356245,18,"irinotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT","oncology","colorectal cancer"
"IRL-2500",-15.9264883276523,20.9036073500065,23,"IRL-2500","Preclinical","endothelin receptor antagonist","EDNRB","",""
"IRS1",19.2045182351199,-15.1048464734834,9,NA,NA,NA,NA,NA,NA
"irsogladine",4.32839935295211,33.8633319777993,1,"irsogladine","Launched","phosphodiesterase inhibitor","PDE4A","gastroenterology","peptic ulcer disease (PUD)"
"isamoltan",-11.3795307305198,19.3634926843776,2,NA,NA,NA,NA,NA,NA
"ISG20",-1.64287584215125,-18.167568548052,10,NA,NA,NA,NA,NA,NA
"iso-olomoucine",3.07543969403177,21.201340909907,24,NA,NA,NA,NA,NA,NA
"isocarboxazid",17.9050698628865,17.009109590484,7,"isocarboxazid","Launched","monoamine oxidase inhibitor","MAOA|MAOB","neurology/psychiatry","depression"
"isoflupredone",18.5639056278193,19.674582242806,4,NA,NA,NA,NA,NA,NA
"isogedunin",-10.7300233106745,5.5837144287585,11,NA,NA,NA,NA,NA,NA
"isoliquiritigenin",4.7446367501335,-2.73733575985059,19,"isoliquiritigenin","Preclinical","guanylate cyclase activator","GABBR1","",""
"isonicotinohydroxamic-acid",-21.587029953563,12.289055395088,3,NA,NA,NA,NA,NA,NA
"isoreserpine",14.649657622906,17.9852999415271,7,NA,NA,NA,NA,NA,NA
"isorotenone",1.48977182864298,1.16381953911507,11,NA,NA,NA,NA,NA,NA
"isotretinoin",5.06321066910054,-14.0754132825662,26,"isotretinoin","Launched","retinoid receptor agonist","RARA|RARB|RARG","dermatology","acne vulgaris (AV)"
"ISOX",10.7937143843192,7.67861250106597,25,NA,NA,NA,NA,NA,NA
"isoxicam",4.42435574577558,27.0045086632942,12,"isoxicam","Withdrawn","cyclooxygenase inhibitor","PTGS1|PTGS2","",""
"isoxsuprine",14.5573383795479,22.640136913895,4,"isoxsuprine","Launched","adrenergic receptor agonist","ADRB2","rheumatology|cardiology","Raynaud's disease|arteriosclerosis|Buerger's disease"
"ispinesib",2.24897852114819,1.17014370666088,11,"ispinesib","Phase 2","kinesin inhibitor","KIF11","",""
"isradipine",-16.1703035477721,-0.685468912536643,15,"isradipine","Launched","calcium channel blocker","CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNA2D2|CACNB2","cardiology","hypertension"
"ISX",9.04718855679924,-27.8645592286861,17,NA,NA,NA,NA,NA,NA
"ITE",-3.18005660921089,10.6843348244978,11,"ITE","Preclinical","aryl hydrocarbon receptor agonist","AHR","",""
"ITGAE",-17.550241765194,-0.722853815717937,15,NA,NA,NA,NA,NA,NA
"ITGB2",-9.20274893865226,-11.6005899500221,28,NA,NA,NA,NA,NA,NA
"ITPK1",-22.4662137348889,-9.50780478980049,22,NA,NA,NA,NA,NA,NA
"itraconazole",-2.18926038559603,6.22630973830795,11,"itraconazole","Launched","cytochrome P450 inhibitor","CYP51A1","infectious disease","onychomycosis|histoplasmosis|blastomycosis|aspergillosis"
"ivachtin",21.8830412170422,15.9528610195256,7,NA,NA,NA,NA,NA,NA
"ivermectin",5.6556211096849,2.29626713155533,14,"ivermectin","Launched","benzodiazepine receptor agonist","CHRNA7|GABRB3|GLRA3|P2RX7","infectious disease","gastrointestinal roundworms|lungworms|cattle grubs|mites|lice|horn flies"
"IWR-1-ENDO",-21.7319840013231,-0.123177612171331,15,NA,NA,NA,NA,NA,NA
"J-104129",9.06587717194164,12.8506258097094,29,NA,NA,NA,NA,NA,NA
"JAK2",-20.9845685785889,-22.031326123372,27,NA,NA,NA,NA,NA,NA
"JAK3-inhibitor-I",6.10639707844673,10.2963021907086,29,NA,NA,NA,NA,NA,NA
"JAK3-Inhibitor-II",13.1413268676475,15.9511311277049,7,NA,NA,NA,NA,NA,NA
"JAK3-inhibitor-V",18.9453169723545,15.9144958761343,7,"JAK3-inhibitor-V","Preclinical","JAK inhibitor","JAK3","",""
"JAK3-inhibitor-VI",0.427539106274573,-11.1409040292642,18,NA,NA,NA,NA,NA,NA
"JAS07-001",-25.0398315878869,10.3518600248613,21,NA,NA,NA,NA,NA,NA
"JAS07-003",-18.4239631770048,1.52992111485122,15,NA,NA,NA,NA,NA,NA
"JAS07-005",-15.7270378533837,3.79126545224424,15,NA,NA,NA,NA,NA,NA
"JAS07-006",11.4258697986779,3.20582109609653,13,NA,NA,NA,NA,NA,NA
"JAS07-008",-16.6960755401287,3.6513377019123,15,NA,NA,NA,NA,NA,NA
"JAS07-010",-20.5608207469651,5.16300546479993,15,NA,NA,NA,NA,NA,NA
"JFD02227",-6.71421759557892,4.46535166300057,11,NA,NA,NA,NA,NA,NA
"JLK-6",6.97445586490293,-3.5764575768907,19,"JLK-6","Preclinical","gamma secretase inhibitor","PSEN1","",""
"JMJD6",18.9824718835076,-13.3296615305088,9,NA,NA,NA,NA,NA,NA
"JMW-MITF1",-17.0394026981108,11.5123621679636,3,NA,NA,NA,NA,NA,NA
"JNJ-10191584",18.2915384648705,21.2662779961992,4,"JNJ-10191584","Preclinical","histamine receptor antagonist","HRH4","",""
"JNJ-16259685",18.2184611606326,12.892307986561,7,"JNJ-16259685","Preclinical","glutamate receptor antagonist","GRM1","",""
"JNJ-26854165",5.42971145869132,17.4665122269772,24,NA,NA,NA,NA,NA,NA
"JNJ-38877605",-24.0638589820171,10.5678537056424,21,"JNJ-38877605","Phase 1","tyrosine kinase inhibitor","MET","",""
"JNJ-7706621",16.9586092551857,7.33491150348536,5,"JNJ-7706621","Preclinical","CDK inhibitor","AURKA|AURKB|CDK1|CDK2","",""
"JNK-9L",16.6209207238475,7.58470463882547,5,NA,NA,NA,NA,NA,NA
"JTE-013",8.50672002515386,13.671769582835,29,"JTE-013","Preclinical","lysophospholipid receptor antagonist","P2RY10|S1PR2","",""
"JTE-907",-3.06949054251963,4.94382143923152,11,"JTE-907","Phase 1","cannabinoid receptor inverse agonist","CNR2","",""
"JUN",19.4388312901289,-13.5399240683981,9,NA,NA,NA,NA,NA,NA
"JUNB",-18.927490363461,-13.1135342194027,27,NA,NA,NA,NA,NA,NA
"JW-7-24-1",3.80889795367341,6.71385828946659,29,NA,NA,NA,NA,NA,NA
"JWE-035",10.3730371883267,6.61818099471917,25,NA,NA,NA,NA,NA,NA
"JWH-015",19.6656508095596,23.4375575281182,4,NA,NA,NA,NA,NA,NA
"JX-401",4.47496660801167,11.6725584809014,29,"JX-401","Preclinical","p38 MAPK inhibitor","MAPK14","",""
"JZL-184",6.11389442656131,3.97769959180358,14,"JZL-184","Preclinical","monoacylglucerol lipase inhibitor","MGLL","",""
"K3644",8.67122262373192,-11.7320997565923,26,NA,NA,NA,NA,NA,NA
"K784-3131",5.75647251018082,-2.75735999005685,19,NA,NA,NA,NA,NA,NA
"K784-3187",5.47399852652352,-2.87986596922568,19,NA,NA,NA,NA,NA,NA
"K784-3188",6.89899009032641,-2.67526388318942,19,NA,NA,NA,NA,NA,NA
"K784-3391",-13.4092174273886,19.1363974946495,23,NA,NA,NA,NA,NA,NA
"karakoline",14.3359263021387,22.1312615098817,4,NA,NA,NA,NA,NA,NA
"KARS",13.7823794243586,-22.188715476963,17,NA,NA,NA,NA,NA,NA
